title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Marlon Wayans: You Know What It Is",movie,Comedy,2021,tt15046062,4.1,289,
"Race for the Vaccine",movie,Documentary,2021,tt13829094,7.1,41,
"The Parenting",movie,"Comedy, Horror",2025,tt14041896,5.7,6760,
"Un Pequeño Corte",movie,,2021,,,,"AG, BB, BS, HN, NI, TT"
"The Housewives of the North Pole",movie,"Comedy, Family, Music",2021,tt15053588,5.4,489,
"Unimundo 45",movie,"Comedy, Short",2018,tt9202310,6.8,19,
"The Osbournes: Night of Terror",movie,Reality-TV,2020,tt13183494,6.6,196,
"How Is Katia?",movie,Drama,2022,tt14665658,6.7,244,
"Furry Friends Forever: Elmo Gets a Puppy",movie,"Animation, Short",2021,tt15185154,7,24,
"Mirrors in the Dark",movie,"Comedy, Drama, Musical",2021,tt13664966,5.7,46,
Banger.,movie,"Crime, Drama",2022,tt17053594,6.7,462,
"The Happy Face Killer: Mind of a Monster",movie,"Crime, Documentary",2021,tt14933006,6.2,80,
"Sharkadelic Summer 2",movie,Documentary,2021,,,,
Problemista,movie,Comedy,2023,tt15078804,6.8,8456,
"Eyes on the Prize: Hallowed Ground",movie,Documentary,2021,tt15078488,6,107,
"Kipchoge: The Last Milestone",movie,"Documentary, Sport",2021,tt14247964,7.5,849,
"The Exam",movie,"Drama, Thriller",2021,tt14463426,6.8,409,
"Wild Roots",movie,Drama,2021,tt12719846,7.3,1712,
"Tig Notaro: Drawn",movie,"Animation, Comedy, Talk-Show",2021,tt14599526,7.1,715,
"Take and Run",movie,"Drama, Short",2020,tt7914938,7.5,945,
"The Secrets We Keep",movie,,2021,,,,
"Ox-Head Village",movie,"Horror, Mystery",2022,tt15458866,4.9,557,
"UFOs: Declassified LIVE",movie,Sci-Fi,2021,tt15066554,5,79,
Miracle,movie,"Crime, Drama, Thriller",2021,tt14355860,6.7,1226,
"Life of Crime 1984-2020",movie,"Biography, Crime, Documentary",2021,tt15119154,8.4,3024,
Divas,movie,Documentary,2021,tt15123120,7.6,479,
"Two Many Chefs",movie,Comedy,2022,tt14465708,6,1049,
"Things Worth Weeping For",movie,"Comedy, Drama",2021,tt10360860,5.7,499,
"The Re-Education of Molly Singer",movie,Comedy,2023,tt12143990,5.6,6576,
"Private Desert",movie,Drama,2021,tt15132028,7,2037,
"The Real Sharknado",movie,Reality-TV,2021,tt15550710,5.1,43,
Immaculate,movie,Drama,2021,tt15131982,6,520,
"Emergency Situation",movie,"Comedy, Drama",2022,tt14878070,6.1,459,
"Fourth Grade",movie,"Comedy, Drama",2021,tt11614548,4.7,127,
"Eien no 831",movie,"Animation, Fantasy, Sci-Fi",2022,tt15554968,5.1,124,
"Listening to Kenny G",movie,"Documentary, Music",2021,tt15174040,7.4,1297,
"Last Exit: Space",movie,Documentary,2022,tt14960976,5.9,235,
Saloum,movie,"Action, Horror, Thriller",2021,tt10756184,6.2,3281,
"Call in the Cheapskates",movie,Reality-TV,2021,tt15168966,6.3,17,
"We Dare to Dream",movie,"Documentary, Sport",2023,tt15172576,7.7,91,
"Taking the Reins",movie,"Comedy, Drama, Romance",2021,tt15112934,6.3,1230,
"Redemption in Cherry Springs",movie,Mystery,2021,tt14913290,6.1,650,
Arvéd,movie,"Biography, Drama, Mystery",2022,tt20501472,5.6,203,
"Rekni to psem",movie,"Comedy, Romance",2022,tt15223504,5,80,
Autobiography,movie,"Drama, Mystery, Thriller",2022,tt21372280,7.1,870,
"Love Strikes Twice",movie,"Comedy, Mystery, Romance",2021,tt15209000,6.9,1502,
"South Beach Love",movie,"Comedy, Drama, Romance",2021,tt15214710,6,1123,
"Alien Invasion: Hudson Valley",movie,Documentary,2021,,,,
Enduring,movie,"Documentary, Short",2019,tt16062410,,,
Buko,movie,"Comedy, Drama",2022,tt15261042,6.9,70,
"Bar Fight!",movie,Comedy,2022,tt15250656,4.8,731,
"The Hill",movie,"Biography, Drama, Sport",2023,tt8051894,6.7,8312,
Alemania,movie,Drama,2023,tt15475516,7,369,
"Emily the Criminal",movie,"Crime, Drama, Mystery",2022,tt15255876,6.7,64017,
"Gunplay: The Last Day in the Life of Brian Darling",movie,"Documentary, Crime",1992,,,,
"Mending the Line",movie,Drama,2022,tt9201772,6.7,1958,
Planetário,movie,Short,2021,tt15393770,,,
Mikado,movie,Drama,2021,tt15399614,6.5,355,
"Katrina Babies",movie,Documentary,2022,tt15306876,7.3,417,
"Candy Coated Christmas",movie,"Comedy, Romance",2021,tt15302344,5.8,814,
"Sister Swap: A Hometown Holiday",movie,Romance,2021,tt6540706,6.2,1664,
"Sister Swap: Christmas in the City",movie,"Comedy, Romance",2021,tt6540724,5.9,1256,
"Occasional Spies",movie,Documentary,2022,tt19959378,8.1,20,
"Une Soirée Inoubliable",movie,Comedy,2021,,,,
"Where Life Begins",movie,Drama,2022,tt15198986,6.1,278,
"Somebody I Used to Know",movie,"Comedy, Romance",2023,tt15333984,5.7,9238,
Reunion,movie,"Comedy, Mystery",2024,tt15338966,5.6,3590,
"Marcel the Shell with Shoes On",movie,"Animation, Comedy, Drama",2021,tt15339456,7.6,31641,
"A Man",movie,"Drama, Mystery, Romance",2022,tt20251822,6.9,1847,
"Mothers of the Revolution",movie,"Documentary, History, Thriller",2021,tt9663434,6.6,69,
"Tre di troppo",movie,"Comedy, Romance",2023,tt15202384,6.1,921,
"Max Steiner: Maestro of Movie Music",movie,"Biography, Documentary, Music",2019,tt11789508,7.8,221,
"It's Just a Phase, Honeybunny",movie,"Comedy, Drama, Romance",2021,tt13021476,5.8,1021,
"Michelle Carter: Love, Texts & Death",movie,Documentary,2021,tt15391896,6.7,99,
"The Wolfman",movie,"Horror, Short",1966,tt0395812,7.5,393,
"Paradise Is Burning",movie,Drama,2023,tt21874690,6.6,885,
Nadia,movie,"Biography, Documentary",2021,tt15310512,6.5,27,
"The Curse of Lizzie Borden",movie,"Documentary, Drama, Fantasy",2021,tt15293106,4.6,99,
"Extra Innings from 9/11: 20 Years Later",movie,Documentary,2021,,,,
Repulse,movie,"Drama, Horror, Thriller",2021,tt14188996,4.9,98,
"Coyote Creek Christmas",movie,"Drama, Romance",2021,tt15205430,5.8,1771,
"The Christmas Promise",movie,"Drama, Romance",2021,tt15348352,6.7,1603,
"Open by Christmas",movie,Romance,2021,tt15758400,6.8,1736,
"Christmas at Castle Hart",movie,"Comedy, Romance",2021,tt15943556,6.2,2312,
"The Christmas House 2: Deck Those Halls",movie,"Comedy, Family, Romance",2021,tt16365840,6.4,1357,
"A Holiday in Harlem",movie,"Drama, Romance",2021,tt15485160,5.5,688,
"Christmas in Harmony",movie,"Drama, Romance",2021,tt15425920,5.5,814,
"Christmas in Tahoe",movie,"Drama, Romance",2021,tt15739494,6.3,1444,
"Christmas Sail",movie,"Drama, Romance",2021,tt15758364,6.2,1354,
"A Kiss Before Christmas",movie,"Comedy, Romance",2021,tt15565510,7,2358,
"My Dead Dad",movie,Drama,2021,tt10773194,5.5,410,
Candela,movie,"Drama, Thriller",2021,tt9803454,7,101,
"First Swim",movie,"Drama, Short",2021,tt14449580,6.6,85,
"Love Gets a Room",movie,"Drama, Musical, Romance",2021,tt15444704,6.8,1500,
"Thomas & Friends: All Engines Go - Race for the Sodor Cup",movie,"Animation, Family, Musical",2021,tt15337666,2.9,158,
Swimsuit,movie,Drama,2021,,,,
"A Very Merry Bridesmaid",movie,"Comedy, Drama, Romance",2021,tt15403980,6.6,2002,
"One December Night",movie,"Family, Music",2021,tt15397946,6.9,1511,
"The Herd",movie,"Documentary, Sport",2021,tt15496630,6.4,22,
"The Last 10 Years",movie,"Drama, Romance",2022,tt16444750,7,1996,
"Assassin Club",movie,"Action, Thriller",2023,tt7720142,4.7,3815,
"Next Stop, Christmas",movie,"Comedy, Drama, Fantasy",2021,tt15412176,7,3223,
Inspection,movie,"Drama, Short",2021,tt14791214,6.1,33,
"Ahir Shah: Dots",movie,Comedy,2021,tt11459872,5.9,97,
"Sugar Plum Twist",movie,Romance,2021,tt15721028,6.1,978,
"Christmas for Keeps",movie,"Comedy, Romance",2021,tt16047292,5.2,732,
"Expedition Unknown: Shark Trek",movie,"Adventure, Mystery, Reality-TV",2021,tt13282750,6.7,33,
"Rebuilding Hope: The Children of 9/11",movie,Documentary,2021,tt15382020,7.8,11,
"God's Country",movie,Thriller,2022,tt11818818,5.6,4560,
Fear,movie,Horror,2023,tt12830948,3.7,2445,
Seneca,movie,"Biography, Drama",2023,tt10155748,5,864,
"Boston Strangler",movie,"Crime, Drama, History",2023,tt2560078,6.5,38158,
"Tony Hawk: Until the Wheels Fall Off",movie,"Biography, Documentary, Sport",2022,tt16118722,8,5043,
"The Astronaut",movie,"Comedy, Drama",2022,tt14313434,6.7,703,
"The Girl from Tomorrow",movie,Drama,2022,tt18295000,7,508,
"Phoebe Robinson: Sorry, Harriet Tubman",movie,Comedy,2021,tt15513290,5,72,
"The Covenant",movie,"Action, Drama, Thriller",2023,tt4873118,7.5,190033,
"Christmas Carol",movie,Thriller,2022,tt23746764,6.3,846,
"You Are Ceausescu to Me",movie,Documentary,2021,tt15700584,6.3,123,
"Alien X-tinction",movie,"Action, Adventure, Animation",2021,tt14422108,7.6,319,
"Ricky Velez: Here's Everything",movie,Comedy,2021,tt15475200,6.5,318,
"The Castle",movie,"Documentary, Drama",2023,tt22120686,6,176,
Erratum,movie,"Comedy, Short",2021,tt15361510,6.5,126,
Motherhood,movie,Drama,2022,tt13175506,6.8,687,
Je'vida,movie,"Drama, History",2023,tt22263934,7.2,293,
"Oh My Goodness!",movie,Comedy,2022,tt15271654,5,390,
Skunk,movie,Drama,2023,tt11767724,7.3,1654,
"Prasica, slabsalni izraz za zensko",movie,"Comedy, Drama",2021,tt15539454,6.9,277,
Adrienne,movie,"Biography, Documentary",2021,tt15721032,7.4,976,
"Green Lantern: Beware My Power",movie,"Action, Adventure, Animation",2022,tt20192230,6.1,5600,
"Ghost Adventures: Goldfield Hotel",movie,"Documentary, TV Movie, Science Fiction",2023,,,,
"Out in Force",movie,Documentary,2021,tt16244828,5.9,41,
"Cristiano y Messi, la tormenta perfecta",movie,Documentary,2021,,,,
"The Black Minutes",movie,"Crime, Thriller",2021,tt9893012,5.9,247,
"Juice WRLD: Into the Abyss",movie,"Documentary, Music",2021,,,,
"A Forbidden Orange",movie,Documentary,2021,tt15717468,6.3,594,
"A Royal Queens Christmas",movie,"Drama, Romance",2021,tt15829734,6.5,1757,
"'Tis the Season to be Merry",movie,"Comedy, Romance",2021,tt15739902,6.8,2016,
Omen,movie,Drama,2023,tt21086802,6,1168,
"Aida Rodriguez: Fighting Words",movie,Comedy,2021,tt15766708,5.7,149,
"You Hurt My Feelings",movie,"Comedy, Drama, Romance",2023,tt15771916,6.5,15977,
"Mr. Saturday Night",movie,"Documentary, Music",2021,tt15721532,6.6,371,
"Wild Horses: A Tale from the Puszta",movie,Documentary,2021,tt15477976,8.3,184,
"The Kids Are Alright 2",movie,Comedy,2022,tt21335908,5.1,6207,
"Tom and Jerry: Cowboy Up!",movie,"Adventure, Animation, Comedy",2021,tt15831226,5.2,675,
Romantique,movie,"Comedy, Drama, Romance",2022,tt15372110,5.5,217,
"Beating Sun",movie,Drama,2022,tt15166808,5.7,113,
Júpiter,movie,Drama,2022,tt14488200,6.2,65,
"El Carrito",movie,"Drama, Short",2021,tt15686372,7.1,43,
"Single Mother by Choice",movie,Drama,2021,tt12643356,3.2,196,
"René - The Prisoner of Freedom",movie,Documentary,2021,tt15979730,6.8,25,
"PAW Patrol: The Mighty Movie",movie,"Action, Adventure, Animation",2023,tt15837338,5.9,5965,
January,movie,"Drama, Horror, Mystery",2021,tt13989462,6,235,
"The 90 Day Plan",movie,"Comedy, Short",2021,tt10772298,8.3,48,"AG, BB, BS, HN, NI, TT, US"
Confisco,movie,Documentary,2021,tt15909496,6.8,114,
"Fellow Creatures",movie,"Drama, Short",2021,tt12731328,6.8,54,
Freelance,movie,"Action, Comedy",2023,tt15744298,5.5,25056,
"Year of the Fox",movie,Drama,2023,tt15565978,4.5,69,
"Life Support",movie,"Science Fiction, Animation",2021,,,,
Endangered,movie,Documentary,2022,tt12502288,6.6,438,
"The World's Biggest Druglord – Tse Chi Lop",movie,,2021,,,,
"Farruko Live On Max",movie,Music,2021,,,,
"How to Survive Without Mum",movie,Comedy,2023,tt16983432,5,468,
"Violent Night",movie,"Action, Comedy, Thriller",2022,tt12003946,6.7,114180,
"Christmas Is Canceled",movie,"Comedy, Romance",2021,tt15186426,4.8,2039,
"Truth or Dare",movie,Documentary,2021,,,,
"There's Something Wrong with the Children",movie,"Horror, Mystery",2023,tt16127696,5,7629,
"Shark School with Michael Phelps",movie,Documentary,2017,tt8316776,7,7,
#FameTime,movie,"Comedy, Romance",2022,tt21844020,5.2,25,
"The World's Biggest Drug Lord: Tse Chi Lop",movie,"Crime, Documentary",2021,tt23053192,5.9,14,
"A Higher Law",movie,Thriller,2021,tt15844776,6.7,1271,
Afire,movie,"Comedy, Drama, Romance",2023,tt26440619,7.1,9942,
"A White House Thanksgiving",movie,"TV Movie",2021,,,,
"Manuel Turizo Live on Max",movie,Music,2021,,,,
"Trolls Band Together",movie,"Adventure, Animation, Comedy",2023,tt14362112,6,18218,
"Reik: Live on Max",movie,Music,2021,,,,
"The Gift",movie,"Drama, Short",2022,tt15203386,7.3,28,
Close,movie,Drama,2022,tt9660502,7.8,43420,
"The Key Game",movie,Comedy,2022,tt14935038,4.9,1336,
"El Test",movie,Comedy,2022,tt15502648,5.9,1187,
"The Forever Prisoner",movie,"Crime, Documentary",2021,tt16154112,7.4,944,
"Comedy Chingonas",movie,Comedy,2021,tt16152220,6.3,210,
"My Pregnant Husband",movie,Documentary,2020,tt12772208,5.6,24,
"Wild Mexico",movie,Documentary,2013,,,,
"Keep Sweet",movie,Documentary,2021,tt15533042,6.2,223,
"Lady Gucci: The Story of Patrizia Reggiani",movie,"Biography, Crime, Documentary",2020,tt14341058,6.1,221,
"Sesame Street: See Us Coming Together",movie,"Comedy, Drama, Family",2021,tt16249232,7.6,28,
"Dr. Pimple Popper Pops Shark Week",movie,Documentary,2021,tt15532620,5.6,13,
"EM a ON",movie,Documentary,2011,tt2186749,6.2,11,
"Beebo Saves Christmas",movie,"Adventure, Animation, Comedy",2021,tt15554088,5.9,177,
"The 2021 Rock & Roll Hall of Fame Induction Ceremony",movie,Music,2021,tt15716316,7.1,118,
"Holiday Crafters Gone Wild",movie,,2020,tt13417536,6.2,11,
"Drew Michael: Red Blue Green",movie,Comedy,2021,tt16153658,7,355,
"The Snakes",movie,Short,2021,tt13751420,5.7,49,
"Magic Mike's Last Dance",movie,"Comedy, Drama",2023,tt16280138,5.2,18929,
Frontiers,movie,"Drama, Thriller",2023,tt24417030,5.5,266,
"Wild Costa Rica",movie,Documentary,2000,tt10595284,,,
"8 Things That You Don't Know About Men",movie,"Comedy, Romance",2022,tt16294598,3.8,232,
"Cut, Color, Murder",movie,"Crime, Mystery",2022,tt16750392,6.2,1230,
"Who Killed Jessica Carpenter?",movie,Documentary,2018,,,,
"Checkin' It Twice",movie,"Comedy, Romance",2023,tt29352965,6.8,1756,
"A Heidelberg Holiday",movie,"Comedy, Drama, Family",2023,tt29231347,6.6,1567,
"Never Been Chris'd",movie,"Comedy, Romance",2023,tt29258217,5.5,1282,
"Dr. Delirium and the Edgewood Experiments",movie,"Documentary, History",2022,,,,
Silverstar,movie,Adventure,2022,tt15159796,5.5,178,
"Marguerite's Theorem",movie,"Comedy, Drama, Mystery",2023,tt26699529,6.8,2580,
"La cocina",movie,"Drama, Romance, Thriller",2024,tt19864832,7.1,3244,
"Watch the Skies",movie,"Action, Adventure, Mystery",2022,tt14807348,6.4,6660,
"Natalia Natalia",movie,"Crime, Drama, Mystery",2022,tt18289848,5.9,61,
"Reopening Night",movie,Documentary,2021,tt16288880,6,73,
"Hunting Season",movie,Comedy,2021,tt16148412,4.9,154,
"It Came from the Water",movie,"Comedy, Horror, Sci-Fi",2022,tt20426646,5.2,963,
"Half Baked: Totally High",movie,Comedy,2024,tt12631486,4.6,356,
"Lie with Me",movie,"Drama, Romance",2022,tt18626656,7.5,3034,
"Agent of Happiness",movie,Documentary,2024,tt21224854,7.2,1141,
"The Commandant's Shadow",movie,"Documentary, History",2024,tt32020404,7.3,1090,
"Demon in the White House",movie,"Documentary, Drama, Fantasy",2021,tt15845538,5.2,87,
Paula,movie,Drama,2022,tt19882364,5,266,
"Widow Clicquot",movie,Drama,2023,tt3234122,6.3,4094,
Subservience,movie,"Sci-Fi, Thriller",2024,tt24871974,5.4,28423,
"Some Other Woman",movie,Thriller,2023,tt15091524,4.4,702,
"Nobody Belongs to Anyone",movie,Drama,2023,tt24325846,4.9,188,
Strays,movie,"Adventure, Comedy",2023,tt15153532,6.3,35453,
Accused,movie,Thriller,2023,tt12648266,6.3,3658,
"Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse",movie,"Action, Adventure, Animation",2022,tt18250460,5.3,827,
"Sisi & I",movie,"Biography, Comedy, Drama",2023,tt14040054,6.4,1110,
Gentle,movie,Drama,2022,tt14903018,6.3,621,
"The Janes",movie,Documentary,2022,tt16377356,7.6,1578,
"All That Breathes",movie,Documentary,2022,tt16377862,7,5236,
"We Met in Virtual Reality",movie,Documentary,2022,tt16378482,6,625,
"The Princess",movie,"Biography, Documentary, History",2022,tt13393128,7.3,1624,
"The Final Game",movie,"Biography, Drama, Sport",2022,tt7148264,6.6,1343,
"Prison 77",movie,"Drama, Thriller",2022,tt15128358,6.9,4551,
"The Lost King",movie,"Biography, Drama",2022,tt13421498,6.7,9650,
"Operación Feliz Navidad",movie,"Comedy, Crime",2021,tt14639680,4.3,77,
"Goodbye Jerome!",movie,"Animation, Comedy, Drama",2022,tt16420918,7.2,290,
"The Headhunter's Daughter",movie,"Drama, Short",2022,tt16392090,5.8,64,
Starfuckers,movie,Drama,2022,,,,
"The Prince of Egypt: Live from the West End",movie,"Drama, Musical",2023,tt27435647,7.2,309,
"Lost Transport",movie,"Drama, History, War",2022,tt14852188,6.1,667,
"Prince Philip: The Royal Family Remembers",movie,Documentary,2021,tt15396062,7.7,31,
"Beyond Hubble: The Telescope of Tomorrow",movie,Reality-TV,2021,tt16426188,7.4,49,
"The Quiet Girl",movie,Drama,2022,tt15109082,7.7,26113,
"The Rise and Fall of LuLaRoe",movie,Documentary,2021,tt16125656,6.5,163,
"Locked-in Society",movie,Comedy,2022,tt17517876,6.1,1725,
"Beanie Mania",movie,Documentary,2021,tt16433744,6.5,1184,
"Oskars Kleid",movie,"Comedy, Drama",2022,tt11436640,5.9,763,
"HA Festival: The Art of Comedy",movie,Comedy,2020,tt12943032,6.2,41,
"En la mira",movie,Thriller,2022,tt15559316,5.4,394,
"Camp Hideout",movie,"Comedy, Family",2023,tt14051976,4.3,1144,
"I Used to Be Funny",movie,"Comedy, Drama",2023,tt16300138,6.4,4042,
"The Super Bob Einstein Movie",movie,"Biography, Comedy, Documentary",2021,tt16533296,7.3,1073,
"Ocean Waves: Because There is Love",movie,"Drama, Romance",1995,tt32904109,,,
R.M.N.,movie,Drama,2022,tt18550182,7.2,6142,
Johnny,movie,"Biography, Drama",2022,tt15538570,7.1,2897,
"Chez Whoopi",movie,Comedy,1991,tt1372240,5.5,18,
"Nothing Ever Happened",movie,Drama,2022,tt8074440,5.7,186,
Costa!!,movie,"Comedy, Drama",2022,tt15079778,5.2,620,
"Eraser: Reborn",movie,"Action, Crime, Thriller",2022,tt15422240,4.6,2764,
"Your Lucky Day",movie,Thriller,2023,tt16424988,5.9,3887,
"A Shared Path",movie,"Drama, Short",2022,tt21639222,5.7,28,
"Ordinary Failures",movie,"Drama, Sci-Fi",2022,tt13844844,5.8,209,
"The Night of the 12th",movie,"Crime, Drama, Mystery",2022,tt16953666,7,11585,
"Through the Night",movie,"Drama, Thriller",2023,tt16968976,6.3,700,
"A Brighter Tomorrow",movie,"Comedy, Drama",2023,tt16731908,6.7,3770,
"Moses Storm: Trash White",movie,Comedy,2022,tt17048424,7.3,400,
"Billy and Mandy Save Christmas",movie,"Adventure, Animation, Comedy",2005,tt0592980,8.1,171,
"Terry Bradshaw: Going Deep",movie,"Biography, Documentary, Sport",2022,tt17005194,6.4,146,
"Costa Concordia - Chronik einer Katastrophe",movie,Documentary,2021,tt16025668,6.5,331,
"Suzie in the Garden",movie,"Animation, Family, Short",2022,tt17056642,6.3,16,
"Scream: The True Story",movie,"Documentary, Drama, Fantasy",2022,tt16491738,3.4,161,
"The Movie Teller",movie,Drama,2023,tt1661236,6.6,1005,
"Working Class Heroes",movie,Drama,2022,tt8028222,6.2,288,
"Small, Slow But Steady",movie,"Drama, Sport",2022,tt17309864,6.9,1384,
"Proof of Love",movie,"Comedy, Romance",2022,tt23854020,5.9,146,
"Craig Before the Creek",movie,"Adventure, Animation, Comedy",2023,tt17154734,7,378,
"A Brilliant Curling Story",movie,Documentary,2022,tt15799842,7.7,23,
"Return to Headstone Hell",movie,Documentary,2021,tt15034996,6.5,15,
"A Christmas Story Christmas",movie,"Comedy, Family",2022,tt17220704,6.7,20316,
"What Lucia Saw",movie,Drama,2022,tt13434790,5.8,183,
Halfway,movie,"Drama, Short",2019,tt12120296,5.8,19,
"Trail to Terror",movie,"Adventure, Documentary, Horror",2016,tt5863880,6.3,323,
"Sex, Shame and Tears 2",movie,Comedy,2022,tt17321026,4.4,408,
"American Dreamer",movie,Comedy,2022,tt13884444,6,2404,
"A Sacrifice",movie,"Drama, Horror, Mystery",2024,tt16491560,5,5578,
"The Last Open Mic At The End of the World",movie,,2021,,,,
"The Extortion",movie,"Crime, Thriller",2023,tt14803538,6.6,3164,
"Horizon: An American Saga - Chapter 1",movie,"Drama, Western",2024,tt17505010,6.6,40694,
"Everest's Greatest Mystery",movie,Documentary,2020,,,,
"The Body Language of Donald Trump",movie,Documentary,2021,,,,
"Icahn: The Restless Billionaire",movie,"Biography, Documentary",2022,tt15462640,7,1068,
"And Just Like That... The Documentary",movie,Documentary,2022,tt17526762,6.5,816,
"The Presence of Love",movie,"Drama, Family, Romance",2022,tt16368004,7.1,1530,
"Frederick Douglass: In Five Speeches",movie,Documentary,2022,tt17542306,7.7,366,
"Looking For Santa",movie,"Animation, Family, Adventure",2022,,,,
"Soft & Quiet",movie,"Drama, Horror, Thriller",2022,tt14557188,6.2,12181,
"The Prank",movie,"Comedy, Thriller",2022,tt15204096,5.4,310,
